,Symbol,Corp. Title,TSE URL,Group Name
919,شکفح,ح. کف (شکفح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=71116782156928366,محصولات شيميايي
920,وسبحان,سرمایه گذاری سبحان (وسبحان),http://tsetmc.com/Loader.aspx?ParTree=151311&i=43283802997035462,سرمايه گذاريها
921,فایرا,آلومینیوم‌ایران‌ (فایرا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=65004959184388996,فلزات اساسي
922,دتهرانح,ح . داروسازی‌ تهران‌ دارو (دتهرانح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=11929836650963758,مواد و محصولات دارويي
923,شپاس,نفت پاسارگاد (شپاس),http://tsetmc.com/Loader.aspx?ParTree=151311&i=35178706978554988,فراورده هاي نفتي، كك و سوخت هسته اي
924,غچینح,ح . کشت‌ و صنعت‌ چین‌ چین (غچینح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=13083555452743181,محصولات غذايي و آشاميدني به جز قند و شكر
925,دحاوی,الحاوی (دحاوی),http://tsetmc.com/Loader.aspx?ParTree=151311&i=43374709930371268,مواد و محصولات دارويي
926,شلعاب,لعابیران‌ (شلعاب),http://tsetmc.com/Loader.aspx?ParTree=151311&i=39116664428676213,محصولات شيميايي
927,تفیروح,ح . فیروزا (تفیروح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=58999606802857888,ماشين آلات و تجهيزات
928,دتمادح,ح . تولیدمواداولیه‌داروپخش‌ (دتمادح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=18154205800023055,مواد و محصولات دارويي
929,غالبر,لبنیات‌ کالبر (غالبر),http://tsetmc.com/Loader.aspx?ParTree=151311&i=24303422207378456,محصولات غذايي و آشاميدني به جز قند و شكر
930,وبیمه,سرمایه‌ گذاری‌ صنعت‌ بیمه‌ (وبیمه),http://tsetmc.com/Loader.aspx?ParTree=151311&i=11773403764702778,سرمايه گذاريها
931,حسیر,ریل سیر کوثر (حسیر),http://tsetmc.com/Loader.aspx?ParTree=151311&i=13281937213456378,حمل ونقل، انبارداري و ارتباطات
932,اردستان,سیمان اردستان (اردستان),http://tsetmc.com/Loader.aspx?ParTree=151311&i=35331248532537562,سيمان، آهك و گچ
934,وبهمنح,ح . سرمایه‌گذاری‌بهمن‌ (وبهمنح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=58198007384583512,سرمايه گذاريها
935,شپارسح,ح . بین‌ المللی‌محصولات پارس‌ (شپارسح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=9171279728707865,محصولات شيميايي
936,کسرا,سرامیک‌های‌صنعتی‌اردکان‌ (کسرا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=4614779520007780,ساير محصولات كاني غيرفلزي
937,شفارا,پتروشیمی فارابی (شفارا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=16673205196919832,محصولات شيميايي
938,وکار,بانک‌ کارآفرین‌ (وکار),http://tsetmc.com/Loader.aspx?ParTree=151311&i=47996917271187218,بانكها و موسسات اعتباري
939,وسبوشهر,شرکت س استان بوشهر (وسبوشهر),http://tsetmc.com/Loader.aspx?ParTree=151311&i=44411078630612905,سرمايه گذاريها
940,وسقم,شرکت س استان قم (وسقم),http://tsetmc.com/Loader.aspx?ParTree=151311&i=55850912428859273,سرمايه گذاريها
941,شکف,کف (شکف),http://tsetmc.com/Loader.aspx?ParTree=151311&i=58602432837130018,محصولات شيميايي
942,وخاورح,ح . بانک خاورمیانه (وخاورح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=25661711955019337,بانكها و موسسات اعتباري
943,وساپاح,ح . سرمایه‌گذاری‌ سایپا (وساپاح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=26643740599997035,سرمايه گذاريها
944,شپدیس,پتروشیمی پردیس (شپدیس),http://tsetmc.com/Loader.aspx?ParTree=151311&i=20562694899904339,محصولات شيميايي
945,وسمحال,شرکت س.استان چهارمحال وبختیاری (وسمحال),http://tsetmc.com/Loader.aspx?ParTree=151311&i=16843404477481740,سرمايه گذاريها
946,صبا,سرمایه گذاری صبا تامین (صبا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=45392752356003555,سرمايه گذاريها
947,وسهرمز,شرکت س استان هرمزگان (وسهرمز),http://tsetmc.com/Loader.aspx?ParTree=151311&i=46820237871803554,سرمايه گذاريها
948,گنگین,اقتصادی نگین گردشگری ایرانیان (گنگین),http://tsetmc.com/Loader.aspx?ParTree=151311&i=59470107928175959,هتل و رستوران
949,افق ملت,صندوق س در سهام افق ملت (افق ملت),http://tsetmc.com/Loader.aspx?ParTree=151311&i=15451317146134956,صندوق سرمايه گذاري قابل معامله
950,خوسازح,ح . محورسازان‌ایران‌خودرو (خوسازح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=23552683239901730,خودرو و ساخت قطعات
951,سلار,شرکت سیمان لارستان (سلار),http://tsetmc.com/Loader.aspx?ParTree=151311&i=61664227282090067,سيمان، آهك و گچ
952,نتوس,پشم‌ بافی‌ توس (نتوس),http://tsetmc.com/Loader.aspx?ParTree=151311&i=22950683624908253,منسوجات
953,لپارسح,ح . پارس‌ الکتریک‌ (لپارسح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=3388451018224720,ساخت دستگاه‌ها و وسايل ارتباطي
954,سفانوح,ح . سیمان فارس نو (سفانوح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=34774414473029882,سيمان، آهك و گچ
955,ددام,داروسازی زاگرس فارمد پارس (ددام),http://tsetmc.com/Loader.aspx?ParTree=151311&i=66450490505950110,مواد و محصولات دارويي
956,بسویچ,پارس‌سویچ‌ (بسویچ),http://tsetmc.com/Loader.aspx?ParTree=151311&i=47377315952751604,ماشين آلات و دستگاه‌هاي برقي
957,دفاراح,ح . داروسازی‌ فارابی‌ (دفاراح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=38285971158073841,مواد و محصولات دارويي
958,پاکشوح,ح . گروه صنعتی پاکشو (پاکشوح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=4208841225215712,محصولات شيميايي
959,قشرین,قند شیرین خراسان (قشرین),http://tsetmc.com/Loader.aspx?ParTree=151311&i=36671655475498480,قند و شكر
960,بالبر,کابل‌ البرز (بالبر),http://tsetmc.com/Loader.aspx?ParTree=151311&i=62952165421099192,ماشين آلات و دستگاه‌هاي برقي
961,پارسانح,ح. گسترش نفت  و گاز پارسیان (پارسانح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=36319830972593153,محصولات شيميايي
962,افقح,ح .فروشگاه زنجیره ای افق کوروش (افقح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=1911343624441437,خرده فروشي،باستثناي وسايل نقليه موتوري
963,سفانو,سیمان فارس نو (سفانو),http://tsetmc.com/Loader.aspx?ParTree=151311&i=4528607775462304,سيمان، آهك و گچ
964,سپح,ح . پرداخت الکترونیک سامان کیش (سپح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=67223870501587101,رايانه و فعاليت‌هاي وابسته به آن
965,سیدکوح,ح . س. توسعه صنایع سیمان (سیدکوح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=34060949638085542,سيمان، آهك و گچ
966,قشرینح,ح . قند شیرین‌ خراسان‌ (قشرینح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=28678187324376436,قند و شكر
967,وساپا,سرمایه‌گذاری‌ سایپا (وساپا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=37614886280396031,سرمايه گذاريها
968,ورازی,بیمه رازی (ورازی),http://tsetmc.com/Loader.aspx?ParTree=151311&i=60079434631497942,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
969,وپسا,س. پتروشیمی ساختمان  خلیج فارس (وپسا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=11560002870991149,پيمانكاري صنعتي
970,پدرخش,درخشان‌ تهران‌ (پدرخش),http://tsetmc.com/Loader.aspx?ParTree=151311&i=24079409192818584,لاستيك و پلاستيك
971,غنوش,نوش‌ مازندران‌ (غنوش),http://tsetmc.com/Loader.aspx?ParTree=151311&i=48619517949257749,محصولات غذايي و آشاميدني به جز قند و شكر
972,زرین,صندوق س. سهام زرین کوروش,http://tsetmc.com/Loader.aspx?ParTree=151311&i=50139638026536387,صندوق سرمايه گذاري قابل معامله
973,پارتاح,ح.مجتمع‌صنعتی‌آرتاویل‌تای (پارتاح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=54900302818181754,لاستيك و پلاستيك
974,شنفت,نفت‌ پارس‌ (شنفت),http://tsetmc.com/Loader.aspx?ParTree=151311&i=14073782708315535,فراورده هاي نفتي، كك و سوخت هسته اي
975,پترول,گ.س.وت.ص.پتروشیمی خلیج فارس (پترول),http://tsetmc.com/Loader.aspx?ParTree=151311&i=69143674941561637,محصولات شيميايي
976,استارز,ص.ج.ستاره برتر20%تادیه (استارز),http://tsetmc.com/Loader.aspx?ParTree=151311&i=4395741730355818,صندوق سرمايه گذاري قابل معامله
977,رکیشح,ح. کارت اعتباری ایران کیش (رکیشح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=21500060221654011,رايانه و فعاليت‌هاي وابسته به آن
978,حپارسا,توسعه حمل و نقل ریلی پارسیان (حپارسا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=917857106093847,حمل ونقل، انبارداري و ارتباطات
979,کبافق,معادن‌ بافق‌ (کبافق),http://tsetmc.com/Loader.aspx?ParTree=151311&i=43256212620530446,استخراج كانه هاي فلزي
980,پسهندح,ح . صنایع‌ لاستیکی‌  سهند (پسهندح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=67337799462256399,لاستيك و پلاستيك
981,تایرا,تراکتورسازی‌ایران‌ (تایرا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=19298748452450329,ماشين آلات و تجهيزات
982,تمدن,تامین سرمایه تمدن (تمدن),http://tsetmc.com/Loader.aspx?ParTree=151311&i=63679592178109910,فعاليتهاي كمكي به نهادهاي مالي واسط
983,تاپیکوح,ح . س.نفت وگازوپتروشیمی تأمین (تاپیکوح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=6491687805743913,محصولات شيميايي
984,شتوکا,توکا رنگ فولاد سپاهان (شتوکا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=38555056423456635,محصولات شيميايي
985,کقزوی,شیشه‌ قزوین‌ (کقزوی),http://tsetmc.com/Loader.aspx?ParTree=151311&i=63499217872110599,ساير محصولات كاني غيرفلزي
986,برانسفو,ترانسفورماتور توزیع زنگان (برانسفو),http://tsetmc.com/Loader.aspx?ParTree=151311&i=64703398743024121,ماشين آلات و دستگاه‌هاي برقي
987,سدشت,صنایع سیمان دشتستان (سدشت),http://tsetmc.com/Loader.aspx?ParTree=151311&i=27000326841257664,سيمان، آهك و گچ
988,شفن,پتروشیمی فناوران (شفن),http://tsetmc.com/Loader.aspx?ParTree=151311&i=65122215875355555,محصولات شيميايي
989,بنو,بیمه تجارت نو (بنو),http://tsetmc.com/Loader.aspx?ParTree=151311&i=54493234408301135,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
990,فالوم,آلومتک‌ (فالوم),http://tsetmc.com/Loader.aspx?ParTree=151311&i=19367527798307032,فلزات اساسي
991,کطبس,ذغال‌سنگ‌ نگین‌ ط‌بس‌ (کطبس),http://tsetmc.com/Loader.aspx?ParTree=151311&i=8977369674477111,استخراج زغال سنگ
992,وبازار,صندوق س شاخصی بازارآشنا (وبازار),http://tsetmc.com/Loader.aspx?ParTree=151311&i=41286608288791633,صندوق سرمايه گذاري قابل معامله
993,خلنتح,ح . لنت‌ ترمزایران‌ (خلنتح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=36110870923892956,خودرو و ساخت قطعات
994,ماح,ح . بیمه  ما (ماح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=13461179188856487,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
995,خساپا,سایپا (خساپا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=44891482026867833,خودرو و ساخت قطعات
996,بکاب,صنایع‌جوشکاب‌یزد (بکاب),http://tsetmc.com/Loader.aspx?ParTree=151311&i=70219663893822560,ماشين آلات و دستگاه‌هاي برقي
997,کمنگنز,معادن‌منگنزایران‌ (کمنگنز),http://tsetmc.com/Loader.aspx?ParTree=151311&i=50341528161302545,استخراج كانه هاي فلزي
998,سنوین,سرمایه گذاری اقتصاد نوین (سنوین),http://tsetmc.com/Loader.aspx?ParTree=151311&i=36995197800118822,سرمايه گذاريها
999,کخاک,صنایع‌خاک‌چینی‌ایران‌ (کخاک),http://tsetmc.com/Loader.aspx?ParTree=151311&i=16405556680571453,ساير محصولات كاني غيرفلزي
1000,فسپاح,ح . گروه‌صنعتی‌سپاهان‌ (فسپاح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=15731047379849033,فلزات اساسي
1001,غاذرح,ح . کشت‌وصنعت‌پیاذر (غاذرح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=22096199430853991,محصولات غذايي و آشاميدني به جز قند و شكر
1002,توسن,توسعه سامانه ی نرم افزاری نگین (توسن),http://tsetmc.com/Loader.aspx?ParTree=151311&i=66315581735594751,رايانه و فعاليت‌هاي وابسته به آن
1003,حتوکاح,ح . حمل‌ونقل‌توکا (حتوکاح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=42892937789646488,حمل ونقل، انبارداري و ارتباطات
1004,فارس,صنایع پتروشیمی خلیج فارس (فارس),http://tsetmc.com/Loader.aspx?ParTree=151311&i=25244329144808274,محصولات شيميايي
1005,بپاس,بیمه پاسارگاد (بپاس),http://tsetmc.com/Loader.aspx?ParTree=151311&i=51971068201094874,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
1006,ولتجار,واسپاری تجارت وسرمایه ایرانیان (ولتجار),http://tsetmc.com/Loader.aspx?ParTree=151311&i=34621618468546063,ساير واسطه گريهاي مالي
1007,وبانک,سرمایه گذاری گروه توسعه ملی (وبانک),http://tsetmc.com/Loader.aspx?ParTree=151311&i=48010225447410247,شركتهاي چند رشته اي صنعتي
1008,فاهواز,نورد و لوله اهواز (فاهواز),http://tsetmc.com/Loader.aspx?ParTree=151311&i=44296315953738727,فلزات اساسي
1009,قشکر,شکرشاهرود (قشکر),http://tsetmc.com/Loader.aspx?ParTree=151311&i=35964395659427029,قند و شكر
1010,سبهانح,ح . سیمان‌ بهبهان‌ (سبهانح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=2122354233695079,سيمان، آهك و گچ
1011,فراز,صندوق س.سهام فراز داریک,http://tsetmc.com/Loader.aspx?ParTree=151311&i=13666407494621646,صندوق سرمايه گذاري قابل معامله
1012,کزغال,زغال سنگ پروده طبس (کزغال),http://tsetmc.com/Loader.aspx?ParTree=151311&i=28291104595448527,استخراج زغال سنگ
1013,خمهر,مهرکام‌پارس‌ (خمهر),http://tsetmc.com/Loader.aspx?ParTree=151311&i=17330546482145553,خودرو و ساخت قطعات
1014,شتهرانح,ح . تهران‌ شیمی‌ (شتهرانح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=63950064557947536,مواد و محصولات دارويي
1015,فجهان,مجتمع جهان فولاد سیرجان (فجهان),http://tsetmc.com/Loader.aspx?ParTree=151311&i=45507655586782998,فلزات اساسي
1016,شسم,تولید سموم‌ علف‌ کش (شسم),http://tsetmc.com/Loader.aspx?ParTree=151311&i=59800986739603675,محصولات شيميايي
1017,کسعدی,کاشی‌ سعدی‌ (کسعدی),http://tsetmc.com/Loader.aspx?ParTree=151311&i=29122854902865456,كاشي و سراميك
1018,پارسان,گسترش نفت و گاز پارسیان (پارسان),http://tsetmc.com/Loader.aspx?ParTree=151311&i=23441366113375722,محصولات شيميايي
1019,فجرح,ح .فولاد امیر کبیر کاشان (فجرح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=5898511005624629,فلزات اساسي
1020,دزهراوی,داروسازی‌زهراوی‌ (دزهراوی),http://tsetmc.com/Loader.aspx?ParTree=151311&i=8915450910866216,مواد و محصولات دارويي
1021,وتوکاح,ح . ‌توکافولاد(هلدینگ‌ (وتوکاح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=25387056990464790,فلزات اساسي
1022,دسانکو,داروسازی سبحان انکولوژی (دسانکو),http://tsetmc.com/Loader.aspx?ParTree=151311&i=47348197320716810,مواد و محصولات دارويي
1023,ومعلم,بیمه معلم (ومعلم),http://tsetmc.com/Loader.aspx?ParTree=151311&i=6847536925606808,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
1024,باختر,کابل‌ باختر (باختر),http://tsetmc.com/Loader.aspx?ParTree=151311&i=751415341879364,ماشين آلات و دستگاه‌هاي برقي
1025,فیروزه,صندوق شاخص30 شرکت فیروزه,http://tsetmc.com/Loader.aspx?ParTree=151311&i=66036975502302203,صندوق سرمايه گذاري قابل معامله
1026,قپارسح,ح . قندپارس‌ (قپارسح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=41727358876253319,قند و شكر
1027,فملیح,ح . ملی‌ صنایع‌ مس‌ ایران‌ (فملیح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=8731565448647588,فلزات اساسي
1028,زر,صندوق س.پشتوانه سکه طلای زر (زر),http://tsetmc.com/Loader.aspx?ParTree=151311&i=33254899395816171,صندوق سرمايه گذاري قابل معامله
1029,ودی,بیمه  دی (ودی),http://tsetmc.com/Loader.aspx?ParTree=151311&i=43966385447049549,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
1030,خاذینح,ح . سایپاآذین‌ (خاذینح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=22129017544200,خودرو و ساخت قطعات
1031,سیمرغ,سیمرغ (سیمرغ),http://tsetmc.com/Loader.aspx?ParTree=151311&i=28450080638096732,زراعت و خدمات وابسته
1032,وپست,پست بانک ایران (وپست),http://tsetmc.com/Loader.aspx?ParTree=151311&i=22087269603540841,بانكها و موسسات اعتباري
1033,پشاهن,تولیدی پلاستیک‌ شاهین (پشاهن),http://tsetmc.com/Loader.aspx?ParTree=151311&i=44052047028305231,لاستيك و پلاستيك
1034,وبهمن,سرمایه‌گذاری‌بهمن‌ (وبهمن),http://tsetmc.com/Loader.aspx?ParTree=151311&i=18063426072758458,سرمايه گذاريها
1035,کایگچ,ایران‌ گچ‌ (کایگچ),http://tsetmc.com/Loader.aspx?ParTree=151311&i=37369138117139150,سيمان، آهك و گچ
1036,ونوین,بانک‌اقتصادنوین‌ (ونوین),http://tsetmc.com/Loader.aspx?ParTree=151311&i=47302318535715632,بانكها و موسسات اعتباري
1037,لکما,کارخانجات‌مخابراتی‌ایران‌ (لکما),http://tsetmc.com/Loader.aspx?ParTree=151311&i=45641540066710190,ساخت دستگاه‌ها و وسايل ارتباطي
1038,واحصا,احیاء صنایع خراسان (واحصا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=53647874954005806,سرمايه گذاريها
1039,کاصفا,صنایع کاشی اصفهان (کاصفا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=61085772216153547,كاشي و سراميك
1040,افرا,افرانت (افرا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=52792903131341205,رايانه و فعاليت‌هاي وابسته به آن
1041,انرژی2,فعالان بورس انرژی (انرژی2),http://tsetmc.com/Loader.aspx?ParTree=151311&i=16330743198286823,فعاليتهاي كمكي به نهادهاي مالي واسط
1042,فسا,پتروشیمی فسا (فسا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=318005355896147,محصولات شيميايي
1043,غشصفا,شیرپاستوریزه‌پگاه‌اصفهان‌ (غشصفا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=61506294208022391,محصولات غذايي و آشاميدني به جز قند و شكر
1044,عپلی جم,سلف پلی اتیلن سنگین تزریقی (عپلی جم),http://tsetmc.com/Loader.aspx?ParTree=151311&i=4391382035434050,حذف شده-مواد و محصولات شيميايي
1045,فسپا,گروه‌صنعتی‌سپاهان‌ (فسپا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=8977441217024425,فلزات اساسي
1046,وتوصاح,ح. سرمایه‌گذاری توسعه‌صنعتی (وتوصاح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=20278348345530119,سرمايه گذاريها
1047,کورزح,ح . ورزیران‌ (کورزح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=56738062726001817,ساير محصولات كاني غيرفلزي
1048,ساراب,سیمان‌ داراب‌ (ساراب),http://tsetmc.com/Loader.aspx?ParTree=151311&i=4563413583000719,سيمان، آهك و گچ
1049,سپاس,صندوق س. پاداش سهامداری,http://tsetmc.com/Loader.aspx?ParTree=151311&i=39453972158399542,صندوق سرمايه گذاري قابل معامله
1050,وتعاونح,ح . بیمه  تعاون (وتعاونح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=20582209779850866,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
1051,واعتبارح,ح.سرمایه گذاری اعتبار ایران (واعتبارح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=7619581461589857,سرمايه گذاريها
1052,شاوان,پالایش نفت لاوان (شاوان),http://tsetmc.com/Loader.aspx?ParTree=151311&i=60247433951600827,فراورده هاي نفتي، كك و سوخت هسته اي
1053,فافزا,فولاد افزا سپاهان (فافزا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=66021783818850713,فلزات اساسي
1054,کخاکح,ح . صنایع‌خاک‌چینی‌ایران‌ (کخاکح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=56572417882819500,ساير محصولات كاني غيرفلزي
1055,تیپیکوح,ح . سرمایه گذاری دارویی تامین (تیپیکوح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=43472427638799679,مواد و محصولات دارويي
1056,بزاگرس,نیروگاه زاگرس کوثر (بزاگرس),http://tsetmc.com/Loader.aspx?ParTree=151311&i=29882244560576007,عرضه برق، گاز، بخاروآب گرم
1057,وتعاون,بیمه  تعاون (وتعاون),http://tsetmc.com/Loader.aspx?ParTree=151311&i=27361263980884014,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
1058,کپارس,کاشی‌ پارس‌ (کپارس),http://tsetmc.com/Loader.aspx?ParTree=151311&i=9698674686691945,كاشي و سراميك
1059,سآبیک,سیمان آبیک (سآبیک),http://tsetmc.com/Loader.aspx?ParTree=151311&i=70883594945615893,سيمان، آهك و گچ
1060,ومعادن,توسعه‌معادن‌وفلزات‌ (ومعادن),http://tsetmc.com/Loader.aspx?ParTree=151311&i=58931793851445922,استخراج كانه هاي فلزي
1061,زماهان,مجتمع تولید گوشت مرغ ماهان (زماهان),http://tsetmc.com/Loader.aspx?ParTree=151311&i=4507558419857064,زراعت و خدمات وابسته
1062,ولصنم,لیزینگ‌صنعت‌ومعدن‌ (ولصنم),http://tsetmc.com/Loader.aspx?ParTree=151311&i=71744682148776880,ساير واسطه گريهاي مالي
1063,فلولهح,ح . لوله‌وماشین‌سازی‌ایران‌ (فلولهح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=58242024190036642,فلزات اساسي
1064,کابگن,تولیدی و صنعتی آبگینه‌ (کابگن),http://tsetmc.com/Loader.aspx?ParTree=151311&i=10654052153538617,ساير محصولات كاني غيرفلزي
1065,شفارس,صنایع‌ شیمیایی‌ فارس‌ (شفارس),http://tsetmc.com/Loader.aspx?ParTree=151311&i=43781018754867729,محصولات شيميايي
1066,سفارح,ح . سیمان‌فارس‌ (سفارح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=53932269673520256,سيمان، آهك و گچ
1067,پترولح,ح . گروه پتروشیمی س. ایرانیان (پترولح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=32874370564962210,محصولات شيميايي
1068,وارس,سرمایه گذاری ارس صبا (وارس),http://tsetmc.com/Loader.aspx?ParTree=151311&i=53686258677793038,سرمايه گذاريها
1069,ساوه,سیمان ساوه (ساوه),http://tsetmc.com/Loader.aspx?ParTree=151311&i=32347247706508046,سيمان، آهك و گچ
1070,تابا,تابان نیرو سپاهان (تابا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=51459202425114449,خدمات فني و مهندسي
1071,وثوق,سرمایه گذاری وثوق امین (وثوق),http://tsetmc.com/Loader.aspx?ParTree=151311&i=59839275647597021,سرمايه گذاريها
1072,وبیمهح,ح . سرمایه‌ گذاری‌ صنعت‌ بیمه‌ (وبیمهح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=59735609117437896,سرمايه گذاريها
1073,ما,بیمه  ما (ما),http://tsetmc.com/Loader.aspx?ParTree=151311&i=29860265627578401,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
1074,فولاد,فولاد مبارکه اصفهان (فولاد),http://tsetmc.com/Loader.aspx?ParTree=151311&i=46348559193224090,فلزات اساسي
1075,غپونه,نوش پونه مشهد (غپونه),http://tsetmc.com/Loader.aspx?ParTree=151311&i=33736447482634583,محصولات غذايي و آشاميدني به جز قند و شكر
1076,لخانه,لوازم‌ خانگی‌ پارس‌ (لخانه),http://tsetmc.com/Loader.aspx?ParTree=151311&i=56006915451245411,ماشين آلات و تجهيزات
1077,حفجر,کشتیرانی  والفجر (حفجر),http://tsetmc.com/Loader.aspx?ParTree=151311&i=68033471168853004,حمل و نقل آبي
1078,غشصفاح,ح . شیرپاستوریزه‌پگاه‌اصفهان‌ (غشصفاح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=20272770791380597,محصولات غذايي و آشاميدني به جز قند و شكر
1079,بساما,بیمه سامان (بساما),http://tsetmc.com/Loader.aspx?ParTree=151311&i=41625340598198551,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
1080,ولانا,شرکت لیزینگ آریا دانا (ولانا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=66830065858417081,ساير واسطه گريهاي مالي
1081,غشان,شیرپاستوریزه‌پگاه‌خراسان‌ (غشان),http://tsetmc.com/Loader.aspx?ParTree=151311&i=31791737198597563,محصولات غذايي و آشاميدني به جز قند و شكر
1082,حفاری,حفاری شمال (حفاری),http://tsetmc.com/Loader.aspx?ParTree=151311&i=28809886765682162,استخراج نفت گاز و خدمات جنبي جز اكتشاف
1083,سفاسیتح,ح . فارسیت‌ اهواز (سفاسیتح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=10716103455591194,ساير محصولات كاني غيرفلزي
1084,غدشت,دشت‌ مرغاب‌ (غدشت),http://tsetmc.com/Loader.aspx?ParTree=151311&i=2434703913394836,محصولات غذايي و آشاميدني به جز قند و شكر
1085,شپمچاح,ح . پارس‌ پامچال‌ (شپمچاح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=36597927530072864,محصولات شيميايي
1086,شاراک,پتروشیمی شازند (شاراک),http://tsetmc.com/Loader.aspx?ParTree=151311&i=7711282667602555,محصولات شيميايي
1087,سبجنو,سیمان‌ بجنورد (سبجنو),http://tsetmc.com/Loader.aspx?ParTree=151311&i=66295665969375744,سيمان، آهك و گچ
1088,حفارس,حمل و نقل بین المللی خلیج فارس (حفارس),http://tsetmc.com/Loader.aspx?ParTree=151311&i=35424116338766901,حمل ونقل، انبارداري و ارتباطات
1089,پارتا,مجتمع‌صنعتی‌آرتاویل‌تایر (پارتا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=68994573424108746,لاستيك و پلاستيك
1090,کگهر,سنگ آهن گهرزمین (کگهر),http://tsetmc.com/Loader.aspx?ParTree=151311&i=30703140537034664,استخراج كانه هاي فلزي
1091,فخاسح,ح . فولاد خراسان (فخاسح),http://tsetmc.com/Loader.aspx?ParTree=151311&i=5550649038347558,فلزات اساسي
1092,غگیلا,شیرپاستوریزه پگاه گیلان (غگیلا),http://tsetmc.com/Loader.aspx?ParTree=151311&i=57300230097485720,محصولات غذايي و آشاميدني به جز قند و شكر
